,Unnamed: 0,index,0_0_x,0_0_y,0_4_x,0_4_y,0_8_x,0_8_y,0_20_x,0_20_y,1_0_x,1_0_y,1_4_x,1_4_y,1_8_x,1_8_y,1_20_x,1_20_y,2_0_x,2_0_y,2_4_x,2_4_y,2_8_x,2_8_y,2_20_x,2_20_y,3_0_x,3_0_y,3_4_x,3_4_y,3_8_x,3_8_y,3_20_x,3_20_y,4_0_x,4_0_y,4_4_x,4_4_y,4_8_x,4_8_y,4_20_x,4_20_y,5_0_x,5_0_y,5_4_x,5_4_y,5_8_x,5_8_y,5_20_x,5_20_y,6_0_x,6_0_y,6_4_x,6_4_y,6_8_x,6_8_y,6_20_x,6_20_y,7_0_x,7_0_y,7_4_x,7_4_y,7_8_x,7_8_y,7_20_x,7_20_y,8_0_x,8_0_y,8_4_x,8_4_y,8_8_x,8_8_y,8_20_x,8_20_y,9_0_x,9_0_y,9_4_x,9_4_y,9_8_x,9_8_y,9_20_x,9_20_y,Label
67,19,Stop_19,0,0,0,0,0,2,0,0,0,-2,0,2,0,2,0,-4,0,0,0,3,0,1,0,-4,0,-3,0,-1,0,0,0,-1,0,0,0,2,0,0,0,-7,0,-2,0,0,0,1,0,-2,0,2,0,3,0,-1,0,-6,0,0,0,9,0,5,0,-12,0,-2,0,7,0,3,0,-11,0,-4,0,2,0,0,0,-2,Stop
68,20,Stop_20,0,6,0,8,0,10,0,-2,0,-3,0,0,0,-1,0,1,0,6,0,13,0,12,0,1,0,14,0,26,0,18,0,5,0,8,0,1,0,2,0,1,0,8,0,24,0,34,0,15,0,3,0,11,0,12,0,1,0,-4,0,2,0,0,0,-1,0,4,0,2,0,6,0,-5,0,-3,0,1,0,1,0,-1,Stop
69,21,Stop_21,0,1,0,1,0,-1,0,-7,0,0,0,0,0,-2,0,2,0,6,0,0,0,-3,0,17,0,0,0,0,0,0,0,0,0,11,0,1,0,4,0,21,0,0,0,1,0,-1,0,0,0,9,0,1,0,5,0,25,0,11,0,3,0,5,0,23,0,1,0,0,0,1,0,3,0,14,0,-3,0,5,0,35,Stop
70,22,Stop_22,0,9,0,-3,0,-1,0,2,0,2,0,-1,0,1,0,0,0,-1,0,0,0,0,0,3,0,4,0,2,0,3,0,12,0,2,0,-1,0,1,0,5,0,9,0,2,0,6,0,15,0,-1,0,1,0,1,0,-2,0,8,0,3,0,4,0,12,0,12,0,1,0,4,0,12,0,5,0,-1,0,1,0,0,Stop
71,23,Stop_23,0,0,0,-1,0,-1,0,-1,0,1,0,0,0,-1,0,5,0,0,0,-1,0,0,0,-2,0,-1,0,-6,0,-9,0,0,0,-2,0,-2,0,-5,0,-3,0,1,0,4,0,2,0,-8,0,0,0,-2,0,0,0,0,0,-2,0,3,0,0,0,-3,0,0,0,-1,0,1,0,-1,0,-4,0,4,0,0,0,-7,Stop
72,24,Stop_24,0,-7,0,0,0,-5,0,-19,0,-2,0,2,0,0,0,-13,0,-4,0,0,0,-1,0,-2,0,-9,0,2,0,-2,0,-11,0,-4,0,-2,0,-5,0,-16,0,-4,0,2,0,0,0,-1,0,-7,0,-2,0,-3,0,-17,0,-1,0,1,0,-1,0,1,0,-13,0,3,0,2,0,-19,0,-12,0,-1,0,-2,0,-12,Stop
73,25,Stop_25,0,-2,0,0,0,-1,0,-1,0,-11,0,-7,0,-6,0,-17,0,0,0,2,0,-3,0,-2,0,-12,0,-10,0,-8,0,-13,0,-9,0,-14,0,-17,0,-25,0,-2,0,-4,0,-3,0,-6,0,1,0,1,0,0,0,0,0,2,0,-2,0,0,0,3,0,2,0,1,0,-1,0,-2,0,-4,0,-2,0,-2,0,4,Stop
74,26,Stop_26,0,9,0,-3,0,1,0,26,0,8,0,-2,0,3,0,16,0,0,0,1,0,-3,0,1,0,8,0,-5,0,1,0,12,0,9,0,-2,0,-1,0,5,0,-2,0,-1,0,0,0,3,0,3,0,-5,0,-8,0,1,0,-5,0,-2,0,1,0,3,0,0,0,-6,0,-5,0,0,0,-8,0,-12,0,-6,0,10,Stop
75,27,Stop_27,0,4,0,-1,0,1,0,8,0,1,0,1,0,-2,0,3,0,4,0,-1,0,5,0,6,0,1,0,1,0,-1,0,0,0,7,0,6,0,8,0,20,0,10,0,4,0,4,0,9,0,-2,0,-1,0,0,0,0,0,-3,0,2,0,1,0,7,0,-3,0,-6,0,-3,0,-2,0,0,0,1,0,-1,0,-1,Stop
76,28,Stop_28,0,-1,0,-9,0,-9,0,-7,0,1,0,2,0,2,0,1,0,-5,0,-8,0,-10,0,-12,0,-16,0,-16,0,-17,0,-27,0,-12,0,-1,0,-5,0,-12,0,-2,0,-1,0,2,0,0,0,-3,0,1,0,-4,0,-10,0,-5,0,0,0,-1,0,-11,0,-2,0,0,0,1,0,-1,0,-5,0,0,0,-4,0,-14,Stop
77,29,Stop_29,0,-2,0,2,0,2,0,0,0,-4,0,-2,0,-12,0,-29,0,-5,0,8,0,2,0,-11,0,-3,0,-1,0,1,0,-1,0,4,0,5,0,2,0,-7,0,4,0,8,0,0,0,-9,0,5,0,1,0,-2,0,-1,0,10,0,3,0,-13,0,-29,0,-1,0,3,0,-7,0,-16,0,9,0,0,0,-1,0,-4,Stop
78,30,Stop_30,0,-11,0,-1,0,-11,0,-19,0,1,0,1,0,0,0,1,0,-5,0,-3,0,-10,0,-8,0,6,0,-18,0,-11,0,-17,0,14,0,-3,0,-10,0,3,0,1,0,-1,0,0,0,0,0,4,0,-12,0,0,0,10,0,-8,0,-13,0,-5,0,11,0,-13,0,2,0,-2,0,1,0,-13,0,-18,0,-10,0,22,Stop
79,31,Stop_31,0,-20,0,-15,0,-5,0,0,0,-6,0,-20,0,-18,0,2,0,2,0,3,0,4,0,-1,0,-9,0,-18,0,-9,0,6,0,1,0,0,0,-1,0,0,0,-29,0,-38,0,-27,0,4,0,-9,0,-16,0,-15,0,-9,0,0,0,0,0,0,0,0,0,-19,0,-17,0,-18,0,-14,0,-14,0,-23,0,-21,0,-13,Stop
80,32,Stop_32,0,3,0,1,0,2,0,-1,0,-13,0,-8,0,-11,0,-14,0,3,0,-2,0,-1,0,1,0,-19,0,-9,0,-6,0,-14,0,-4,0,-5,0,-4,0,-5,0,-4,0,-3,0,-5,0,-8,0,0,0,1,0,2,0,0,0,1,0,0,0,-1,0,-2,0,-1,0,0,0,2,0,2,0,5,0,7,0,4,0,0,Stop
81,33,Stop_33,0,-2,0,-2,0,0,0,-2,0,6,0,10,0,8,0,7,0,9,0,23,0,17,0,2,0,9,0,13,0,14,0,5,0,-3,0,0,0,-1,0,-2,0,10,0,14,0,16,0,9,0,1,0,-3,0,-2,0,-5,0,8,0,21,0,17,0,10,0,22,0,48,0,50,0,20,0,7,0,21,0,24,0,10,Stop
82,34,Stop_34,0,-2,0,4,0,3,0,-1,0,7,0,11,0,15,0,8,0,-3,0,5,0,0,0,-2,0,7,0,12,0,14,0,2,0,0,0,1,0,0,0,0,0,7,0,5,0,3,0,-3,0,7,0,21,0,14,0,3,0,-1,0,3,0,5,0,0,0,-4,0,2,0,1,0,-1,0,1,0,3,0,5,0,2,Stop
83,35,Stop_35,0,2,0,-2,0,0,0,-5,0,-1,0,1,0,0,0,-2,0,1,0,-2,0,-1,0,-2,0,-1,0,-3,0,-3,0,3,0,1,0,-3,0,-3,0,7,0,1,0,1,0,1,0,-1,0,-2,0,0,0,0,0,9,0,0,0,-1,0,1,0,-3,0,0,0,-5,0,-1,0,19,0,5,0,-7,0,-8,0,9,Stop
84,36,Stop_36,0,3,0,-1,0,1,0,-2,0,4,0,-9,0,-3,0,7,0,0,0,-10,0,-14,0,-1,0,0,0,-2,0,0,0,1,0,-1,0,-15,0,-13,0,2,0,1,0,2,0,2,0,-2,0,-9,0,-20,0,-22,0,1,0,-1,0,-8,0,-3,0,2,0,-1,0,-5,0,-4,0,4,0,0,0,0,0,0,0,0,Stop
85,37,Stop_37,0,-1,0,-2,0,-1,0,4,0,-1,0,-1,0,0,0,1,0,-1,0,-1,0,1,0,0,0,-1,0,1,0,0,0,3,0,0,0,3,0,-2,0,0,0,0,0,-1,0,1,0,0,0,3,0,7,0,3,0,-1,0,-1,0,-3,0,0,0,1,0,5,0,13,0,6,0,1,0,4,0,6,0,9,0,2,Stop
86,38,Stop_38,0,-1,0,-2,0,1,0,0,0,15,0,29,0,18,0,4,0,15,0,18,0,17,0,2,0,2,0,-4,0,3,0,-1,0,11,0,18,0,14,0,9,0,-3,0,-3,0,3,0,0,0,9,0,20,0,15,0,7,0,12,0,34,0,34,0,12,0,5,0,15,0,12,0,0,0,-6,0,-1,0,1,0,0,Stop
87,39,Stop_39,0,7,0,7,0,5,0,0,0,-2,0,0,0,1,0,-2,0,4,0,7,0,11,0,3,0,0,0,-3,0,3,0,-4,0,-1,0,0,0,-1,0,-4,0,-3,0,-4,0,-7,0,-5,0,-10,0,-4,0,-13,0,2,0,-2,0,-8,0,-7,0,2,0,1,0,0,0,-2,0,-1,0,0,0,-8,0,-6,0,5,Stop
88,40,Stop_40,0,1,0,-2,0,0,0,-1,0,-5,0,-23,0,-20,0,0,0,-2,0,-12,0,-11,0,-4,0,-1,0,-14,0,-13,0,-1,0,5,0,-1,0,1,0,4,0,-21,0,-9,0,-11,0,-3,0,1,0,1,0,2,0,0,0,-21,0,-25,0,-24,0,-13,0,-7,0,-24,0,-18,0,-1,0,0,0,1,0,3,0,-2,Stop
89,41,Stop_41,0,-11,0,-14,0,-17,0,-6,0,-8,0,-10,0,-11,0,-6,0,1,0,1,0,2,0,-2,0,-15,0,-19,0,-14,0,-5,0,2,0,-6,0,-4,0,-1,0,-1,0,-2,0,5,0,3,0,1,0,0,0,1,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,-1,0,-1,0,-2,0,3,0,1,0,-3,Stop
90,42,Stop_42,0,0,0,-1,0,-1,0,0,0,0,0,6,0,4,0,-2,0,5,0,14,0,7,0,-2,0,4,0,11,0,5,0,-1,0,-2,0,-2,0,-2,0,0,0,8,0,12,0,11,0,5,0,-2,0,-3,0,-1,0,-3,0,8,0,13,0,10,0,1,0,22,0,29,0,23,0,7,0,8,0,18,0,14,0,7,Stop
91,43,Stop_43,0,5,0,0,0,3,0,0,0,11,0,18,0,15,0,8,0,2,0,-1,0,4,0,0,0,5,0,13,0,14,0,4,0,6,0,20,0,16,0,-2,0,-3,0,3,0,0,0,-9,0,-1,0,0,0,1,0,1,0,-4,0,2,0,2,0,-6,0,-6,0,-5,0,-4,0,0,0,-1,0,0,0,0,0,-1,Stop
92,44,Stop_44,0,0,0,-9,0,-6,0,-3,0,1,0,0,0,0,0,-1,0,-2,0,-25,0,-19,0,4,0,-2,0,-8,0,-9,0,0,0,0,0,-1,0,-1,0,2,0,-6,0,-7,0,-11,0,3,0,-9,0,-12,0,-8,0,0,0,2,0,0,0,0,0,-1,0,-18,0,-33,0,-31,0,-3,0,-12,0,-13,0,-13,0,-5,Stop
93,45,Stop_45,0,3,0,-1,0,2,0,0,0,-9,0,-13,0,-14,0,-1,0,1,0,0,0,1,0,-1,0,-11,0,-15,0,-11,0,-4,0,-17,0,-19,0,-14,0,-7,0,-2,0,-9,0,-5,0,-5,0,1,0,0,0,3,0,2,0,-4,0,-3,0,0,0,-1,0,-1,0,-1,0,0,0,2,0,0,0,0,0,0,0,0,Stop
94,46,Stop_46,0,1,0,-1,0,-3,0,0,0,-1,0,0,0,0,0,-2,0,2,0,2,0,4,0,3,0,1,0,11,0,6,0,-2,0,-1,0,8,0,4,0,-4,0,1,0,-3,0,-1,0,-2,0,0,0,8,0,3,0,-5,0,-1,0,0,0,-1,0,-3,0,3,0,14,0,7,0,-10,0,7,0,13,0,7,0,-4,Stop
95,47,Stop_47,0,8,0,13,0,10,0,2,0,-1,0,-1,0,2,0,1,0,8,0,18,0,15,0,4,0,-1,0,1,0,5,0,2,0,13,0,28,0,23,0,6,0,8,0,14,0,13,0,-4,0,-1,0,8,0,4,0,1,0,-3,0,-2,0,2,0,-2,0,-1,0,6,0,4,0,-7,0,-1,0,0,0,0,0,1,Stop
96,48,Stop_48,0,-5,0,3,0,3,0,-7,0,-2,0,0,0,-1,0,-1,0,-5,0,-9,0,-9,0,-10,0,-11,0,-22,0,-19,0,-11,0,-3,0,-10,0,-13,0,0,0,0,0,0,0,3,0,-1,0,-2,0,-14,0,-16,0,1,0,-7,0,-10,0,-7,0,2,0,0,0,-2,0,-1,0,0,0,-2,0,-17,0,-13,0,10,Stop
97,49,Stop_49,0,-5,0,-9,0,-12,0,3,0,3,0,-1,0,0,0,2,0,-6,0,-12,0,-9,0,-2,0,-1,0,-2,0,1,0,3,0,-5,0,-13,0,-10,0,-1,0,-4,0,-15,0,-14,0,2,0,-2,0,-7,0,1,0,4,0,1,0,1,0,1,0,1,0,-1,0,-3,0,-1,0,5,0,0,0,1,0,1,0,0,Stop
